geography,time,age,wisqars_rate_firearm_accident,wisqars_rate_firearm_intentional,wisqars_deaths_firearm_accident,wisqars_deaths_firearm_intentional,state_name,year
21,2013-01-01,45-64 Years,NA,6.57,NA,40,Kentucky,2013
21,2014-01-01,45-64 Years,NA,31.08,NA,180,Kentucky,2014
21,2014-01-01,45-64 Years,NA,7.07,NA,43,Kentucky,2014
21,2015-01-01,45-64 Years,NA,30.91,NA,179,Kentucky,2015
21,2015-01-01,45-64 Years,NA,6.74,NA,41,Kentucky,2015
21,2016-01-01,45-64 Years,NA,31.45,NA,182,Kentucky,2016
21,2016-01-01,45-64 Years,NA,7.08,NA,43,Kentucky,2016
21,2017-01-01,45-64 Years,NA,30,NA,173,Kentucky,2017
21,2017-01-01,45-64 Years,NA,6.94,NA,42,Kentucky,2017
21,2018-01-01,45-64 Years,NA,30.76,NA,176,Kentucky,2018
21,2018-01-01,45-64 Years,NA,6.65,NA,40,Kentucky,2018
21,2019-01-01,45-64 Years,NA,28.24,NA,160,Kentucky,2019
21,2019-01-01,45-64 Years,NA,6.05,NA,36,Kentucky,2019
21,2020-01-01,45-64 Years,NA,32.01,NA,185,Kentucky,2020
21,2020-01-01,45-64 Years,NA,6.6,NA,39,Kentucky,2020
21,2021-01-01,45-64 Years,NA,30.99,NA,177,Kentucky,2021
21,2021-01-01,45-64 Years,NA,5.99,NA,35,Kentucky,2021
21,2022-01-01,45-64 Years,NA,29,NA,164,Kentucky,2022
21,2022-01-01,45-64 Years,NA,6.75,NA,39,Kentucky,2022
21,2023-01-01,45-64 Years,NA,30.13,NA,169,Kentucky,2023
21,2023-01-01,45-64 Years,NA,7.33,NA,42,Kentucky,2023
22,2001-01-01,45-64 Years,NA,22.81,NA,110,Louisiana,2001
22,2001-01-01,45-64 Years,NA,5.21,NA,27,Louisiana,2001
22,2002-01-01,45-64 Years,NA,26.49,NA,132,Louisiana,2002
22,2002-01-01,45-64 Years,NA,4.69,NA,25,Louisiana,2002
22,2003-01-01,45-64 Years,2.53,24.12,13,124,Louisiana,2003
22,2003-01-01,45-64 Years,NA,4.37,NA,24,Louisiana,2003
22,2004-01-01,45-64 Years,NA,26.26,NA,139,Louisiana,2004
22,2004-01-01,45-64 Years,NA,5.15,NA,29,Louisiana,2004
22,2005-01-01,45-64 Years,NA,24.6,NA,134,Louisiana,2005
22,2005-01-01,45-64 Years,NA,6.22,NA,36,Louisiana,2005
22,2006-01-01,45-64 Years,2.25,24.94,12,133,Louisiana,2006
22,2006-01-01,45-64 Years,NA,6.39,NA,36,Louisiana,2006
22,2007-01-01,45-64 Years,NA,25.58,NA,140,Louisiana,2007
22,2007-01-01,45-64 Years,NA,5.19,NA,30,Louisiana,2007
22,2008-01-01,45-64 Years,NA,23.43,NA,131,Louisiana,2008
22,2008-01-01,45-64 Years,NA,6.43,NA,38,Louisiana,2008
22,2009-01-01,45-64 Years,NA,25.41,NA,145,Louisiana,2009
22,2009-01-01,45-64 Years,NA,5.14,NA,31,Louisiana,2009
22,2010-01-01,45-64 Years,2.07,25.05,12,145,Louisiana,2010
22,2010-01-01,45-64 Years,NA,5.07,NA,31,Louisiana,2010
22,2011-01-01,45-64 Years,2.73,24.58,16,144,Louisiana,2011
22,2011-01-01,45-64 Years,NA,5.8,NA,36,Louisiana,2011
22,2012-01-01,45-64 Years,NA,24.02,NA,140,Louisiana,2012
22,2012-01-01,45-64 Years,NA,5.17,NA,32,Louisiana,2012
22,2013-01-01,45-64 Years,NA,27.34,NA,159,Louisiana,2013
22,2013-01-01,45-64 Years,NA,6.95,NA,43,Louisiana,2013
22,2014-01-01,45-64 Years,NA,29.32,NA,170,Louisiana,2014
22,2014-01-01,45-64 Years,NA,9.71,NA,60,Louisiana,2014
22,2015-01-01,45-64 Years,NA,30.59,NA,177,Louisiana,2015
22,2015-01-01,45-64 Years,NA,6.96,NA,43,Louisiana,2015
22,2016-01-01,45-64 Years,NA,31.42,NA,181,Louisiana,2016
22,2016-01-01,45-64 Years,NA,6.97,NA,43,Louisiana,2016
22,2017-01-01,45-64 Years,NA,32.57,NA,186,Louisiana,2017
22,2017-01-01,45-64 Years,NA,7.99,NA,49,Louisiana,2017
22,2018-01-01,45-64 Years,NA,32.09,NA,181,Louisiana,2018
22,2018-01-01,45-64 Years,NA,6.43,NA,39,Louisiana,2018
22,2019-01-01,45-64 Years,NA,34.17,NA,190,Louisiana,2019
22,2019-01-01,45-64 Years,NA,8.02,NA,48,Louisiana,2019
22,2020-01-01,45-64 Years,NA,34.42,NA,192,Louisiana,2020
22,2020-01-01,45-64 Years,NA,7.16,NA,42,Louisiana,2020
22,2021-01-01,45-64 Years,NA,38.54,NA,211,Louisiana,2021
22,2021-01-01,45-64 Years,NA,8.83,NA,51,Louisiana,2021
22,2022-01-01,45-64 Years,NA,39.09,NA,210,Louisiana,2022
22,2022-01-01,45-64 Years,NA,8.97,NA,51,Louisiana,2022
22,2023-01-01,45-64 Years,NA,38.73,NA,205,Louisiana,2023
22,2023-01-01,45-64 Years,NA,7.84,NA,44,Louisiana,2023
23,2001-01-01,45-64 Years,NA,19.09,NA,31,Maine,2001
23,2001-01-01,45-64 Years,NA,NA,NA,NA,Maine,2001
23,2002-01-01,45-64 Years,NA,11.89,NA,20,Maine,2002
23,2002-01-01,45-64 Years,NA,NA,NA,NA,Maine,2002
23,2003-01-01,45-64 Years,NA,9.77,NA,17,Maine,2003
23,2003-01-01,45-64 Years,NA,NA,NA,NA,Maine,2003
23,2004-01-01,45-64 Years,NA,15.58,NA,28,Maine,2004
23,2004-01-01,45-64 Years,NA,NA,NA,NA,Maine,2004
23,2005-01-01,45-64 Years,NA,15.69,NA,29,Maine,2005
23,2005-01-01,45-64 Years,NA,NA,NA,NA,Maine,2005
23,2006-01-01,45-64 Years,NA,21.11,NA,40,Maine,2006
23,2006-01-01,45-64 Years,NA,NA,NA,NA,Maine,2006
23,2007-01-01,45-64 Years,NA,17.55,NA,34,Maine,2007
23,2007-01-01,45-64 Years,NA,NA,NA,NA,Maine,2007
23,2008-01-01,45-64 Years,NA,21.35,NA,42,Maine,2008
23,2008-01-01,45-64 Years,NA,NA,NA,NA,Maine,2008
23,2009-01-01,45-64 Years,NA,19.57,NA,39,Maine,2009
23,2009-01-01,45-64 Years,NA,NA,NA,NA,Maine,2009
23,2010-01-01,45-64 Years,NA,20.38,NA,41,Maine,2010
23,2010-01-01,45-64 Years,NA,NA,NA,NA,Maine,2010
23,2011-01-01,45-64 Years,NA,19.73,NA,40,Maine,2011
23,2011-01-01,45-64 Years,NA,NA,NA,NA,Maine,2011
23,2012-01-01,45-64 Years,NA,23.93,NA,48,Maine,2012
23,2012-01-01,45-64 Years,NA,4.75,NA,10,Maine,2012
23,2013-01-01,45-64 Years,NA,24.13,NA,48,Maine,2013
23,2013-01-01,45-64 Years,NA,5.25,NA,11,Maine,2013
23,2014-01-01,45-64 Years,NA,20.26,NA,40,Maine,2014
23,2014-01-01,45-64 Years,NA,NA,NA,NA,Maine,2014
23,2015-01-01,45-64 Years,NA,28.57,NA,56,Maine,2015
23,2015-01-01,45-64 Years,NA,NA,NA,NA,Maine,2015
23,2016-01-01,45-64 Years,NA,20.51,NA,40,Maine,2016
23,2016-01-01,45-64 Years,NA,NA,NA,NA,Maine,2016
23,2017-01-01,45-64 Years,NA,25.36,NA,49,Maine,2017
23,2017-01-01,45-64 Years,NA,5.87,NA,12,Maine,2017
23,2018-01-01,45-64 Years,NA,25.73,NA,49,Maine,2018
23,2018-01-01,45-64 Years,NA,NA,NA,NA,Maine,2018
23,2019-01-01,45-64 Years,NA,18.66,NA,35,Maine,2019
23,2019-01-01,45-64 Years,NA,NA,NA,NA,Maine,2019
23,2020-01-01,45-64 Years,NA,20.42,NA,39,Maine,2020
23,2020-01-01,45-64 Years,NA,5.56,NA,11,Maine,2020
23,2021-01-01,45-64 Years,NA,26.53,NA,50,Maine,2021
23,2021-01-01,45-64 Years,NA,NA,NA,NA,Maine,2021
23,2022-01-01,45-64 Years,NA,20.46,NA,38,Maine,2022
23,2022-01-01,45-64 Years,NA,NA,NA,NA,Maine,2022
23,2023-01-01,45-64 Years,NA,30.08,NA,55,Maine,2023
23,2023-01-01,45-64 Years,NA,5.25,NA,10,Maine,2023
24,2001-01-01,45-64 Years,NA,13.41,NA,82,Maryland,2001
24,2001-01-01,45-64 Years,NA,1.5,NA,10,Maryland,2001
24,2002-01-01,45-64 Years,NA,13.61,NA,86,Maryland,2002
24,2002-01-01,45-64 Years,NA,1.45,NA,10,Maryland,2002
24,2003-01-01,45-64 Years,NA,13.97,NA,91,Maryland,2003
24,2003-01-01,45-64 Years,NA,1.69,NA,12,Maryland,2003
24,2004-01-01,45-64 Years,NA,14.01,NA,94,Maryland,2004
24,2004-01-01,45-64 Years,NA,2.32,NA,17,Maryland,2004
24,2005-01-01,45-64 Years,NA,12.91,NA,89,Maryland,2005
24,2005-01-01,45-64 Years,NA,1.86,NA,14,Maryland,2005
24,2006-01-01,45-64 Years,NA,14.58,NA,103,Maryland,2006
24,2006-01-01,45-64 Years,NA,2.59,NA,20,Maryland,2006
24,2007-01-01,45-64 Years,NA,12.21,NA,88,Maryland,2007
24,2007-01-01,45-64 Years,NA,2.54,NA,20,Maryland,2007
24,2008-01-01,45-64 Years,NA,18.03,NA,132,Maryland,2008
24,2008-01-01,45-64 Years,NA,2.99,NA,24,Maryland,2008
24,2009-01-01,45-64 Years,NA,15.75,NA,118,Maryland,2009
24,2009-01-01,45-64 Years,NA,2.92,NA,24,Maryland,2009
24,2010-01-01,45-64 Years,NA,14.3,NA,109,Maryland,2010
24,2010-01-01,45-64 Years,NA,1.2,NA,10,Maryland,2010
24,2011-01-01,45-64 Years,NA,12.87,NA,100,Maryland,2011
24,2011-01-01,45-64 Years,NA,1.88,NA,16,Maryland,2011
24,2012-01-01,45-64 Years,NA,18.47,NA,144,Maryland,2012
24,2012-01-01,45-64 Years,NA,1.99,NA,17,Maryland,2012
24,2013-01-01,45-64 Years,NA,14.83,NA,116,Maryland,2013
24,2013-01-01,45-64 Years,NA,1.75,NA,15,Maryland,2013
24,2014-01-01,45-64 Years,NA,13.91,NA,109,Maryland,2014
24,2014-01-01,45-64 Years,NA,2.79,NA,24,Maryland,2014
24,2015-01-01,45-64 Years,NA,15.88,NA,125,Maryland,2015
24,2015-01-01,45-64 Years,NA,1.39,NA,12,Maryland,2015
24,2016-01-01,45-64 Years,NA,15.36,NA,121,Maryland,2016
24,2016-01-01,45-64 Years,NA,2.43,NA,21,Maryland,2016
24,2017-01-01,45-64 Years,NA,18.72,NA,147,Maryland,2017
24,2017-01-01,45-64 Years,NA,NA,NA,NA,Maryland,2017
24,2018-01-01,45-64 Years,NA,17.46,NA,136,Maryland,2018
24,2018-01-01,45-64 Years,NA,2.58,NA,22,Maryland,2018
24,2019-01-01,45-64 Years,NA,17.25,NA,133,Maryland,2019
24,2019-01-01,45-64 Years,NA,2.25,NA,19,Maryland,2019
24,2020-01-01,45-64 Years,NA,15.49,NA,123,Maryland,2020
24,2020-01-01,45-64 Years,NA,2.36,NA,20,Maryland,2020
24,2021-01-01,45-64 Years,NA,18.24,NA,143,Maryland,2021
24,2021-01-01,45-64 Years,NA,3.22,NA,27,Maryland,2021
24,2022-01-01,45-64 Years,NA,16.03,NA,124,Maryland,2022
24,2022-01-01,45-64 Years,NA,2.06,NA,17,Maryland,2022
24,2023-01-01,45-64 Years,NA,16.45,NA,126,Maryland,2023
24,2023-01-01,45-64 Years,NA,2.93,NA,24,Maryland,2023
25,2001-01-01,45-64 Years,NA,5.77,NA,41,Massachusetts,2001
25,2001-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2001
25,2002-01-01,45-64 Years,NA,6.29,NA,46,Massachusetts,2002
25,2002-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2002
25,2003-01-01,45-64 Years,NA,5.32,NA,40,Massachusetts,2003
25,2003-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2003
25,2004-01-01,45-64 Years,NA,4.15,NA,32,Massachusetts,2004
25,2004-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2004
25,2005-01-01,45-64 Years,NA,4.94,NA,39,Massachusetts,2005
25,2005-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2005
25,2006-01-01,45-64 Years,NA,5.31,NA,43,Massachusetts,2006
25,2006-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2006
25,2007-01-01,45-64 Years,NA,5.31,NA,44,Massachusetts,2007
25,2007-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2007
25,2008-01-01,45-64 Years,NA,5.33,NA,45,Massachusetts,2008
25,2008-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2008
25,2009-01-01,45-64 Years,NA,4.63,NA,40,Massachusetts,2009
25,2009-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2009
25,2010-01-01,45-64 Years,NA,5.58,NA,49,Massachusetts,2010
25,2010-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2010
25,2011-01-01,45-64 Years,NA,5.92,NA,53,Massachusetts,2011
25,2011-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2011
25,2012-01-01,45-64 Years,NA,6.58,NA,59,Massachusetts,2012
25,2012-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2012
25,2013-01-01,45-64 Years,NA,4.55,NA,41,Massachusetts,2013
25,2013-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2013
25,2014-01-01,45-64 Years,NA,5.52,NA,50,Massachusetts,2014
25,2014-01-01,45-64 Years,NA,1.24,NA,12,Massachusetts,2014
25,2015-01-01,45-64 Years,NA,5.4,NA,49,Massachusetts,2015
25,2015-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2015
25,2016-01-01,45-64 Years,NA,5.84,NA,53,Massachusetts,2016
25,2016-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2016
25,2017-01-01,45-64 Years,NA,6.19,NA,56,Massachusetts,2017
25,2017-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2017
25,2018-01-01,45-64 Years,NA,6.91,NA,62,Massachusetts,2018
25,2018-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2018
25,2019-01-01,45-64 Years,NA,6.32,NA,56,Massachusetts,2019
25,2019-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2019
25,2020-01-01,45-64 Years,NA,6.01,NA,55,Massachusetts,2020
25,2020-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2020
25,2021-01-01,45-64 Years,NA,4.77,NA,43,Massachusetts,2021
25,2021-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2021
25,2022-01-01,45-64 Years,NA,5.63,NA,50,Massachusetts,2022
25,2022-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2022
25,2023-01-01,45-64 Years,NA,6.74,NA,59,Massachusetts,2023
25,2023-01-01,45-64 Years,NA,NA,NA,NA,Massachusetts,2023
26,2001-01-01,45-64 Years,NA,16.15,NA,183,Michigan,2001
26,2001-01-01,45-64 Years,NA,2.29,NA,27,Michigan,2001
26,2002-01-01,45-64 Years,NA,17.04,NA,199,Michigan,2002
26,2002-01-01,45-64 Years,NA,1.9,NA,23,Michigan,2002
26,2003-01-01,45-64 Years,NA,16.99,NA,204,Michigan,2003
26,2003-01-01,45-64 Years,NA,2.97,NA,37,Michigan,2003
26,2004-01-01,45-64 Years,NA,16.96,NA,209,Michigan,2004
26,2004-01-01,45-64 Years,NA,3.05,NA,39,Michigan,2004
26,2005-01-01,45-64 Years,NA,17.36,NA,219,Michigan,2005
26,2005-01-01,45-64 Years,NA,2.59,NA,34,Michigan,2005
26,2006-01-01,45-64 Years,NA,21.03,NA,271,Michigan,2006
26,2006-01-01,45-64 Years,NA,3.21,NA,43,Michigan,2006
26,2007-01-01,45-64 Years,NA,18.1,NA,237,Michigan,2007
26,2007-01-01,45-64 Years,NA,2.94,NA,40,Michigan,2007
26,2008-01-01,45-64 Years,NA,18.6,NA,246,Michigan,2008
26,2008-01-01,45-64 Years,NA,1.89,NA,26,Michigan,2008
26,2009-01-01,45-64 Years,NA,19.18,NA,257,Michigan,2009
26,2009-01-01,45-64 Years,NA,2.51,NA,35,Michigan,2009
26,2010-01-01,45-64 Years,NA,18.56,NA,251,Michigan,2010
26,2010-01-01,45-64 Years,NA,2.63,NA,37,Michigan,2010
26,2011-01-01,45-64 Years,NA,20.15,NA,275,Michigan,2011
26,2011-01-01,45-64 Years,NA,2.81,NA,40,Michigan,2011
26,2012-01-01,45-64 Years,NA,21.43,NA,291,Michigan,2012
26,2012-01-01,45-64 Years,NA,3.67,NA,52,Michigan,2012
26,2013-01-01,45-64 Years,NA,21.42,NA,290,Michigan,2013
26,2013-01-01,45-64 Years,NA,3.26,NA,46,Michigan,2013
26,2014-01-01,45-64 Years,NA,18.81,NA,254,Michigan,2014
26,2014-01-01,45-64 Years,NA,3.34,NA,47,Michigan,2014
26,2015-01-01,45-64 Years,NA,21.3,NA,287,Michigan,2015
26,2015-01-01,45-64 Years,NA,2.92,NA,41,Michigan,2015
26,2016-01-01,45-64 Years,NA,22.19,NA,298,Michigan,2016
26,2016-01-01,45-64 Years,NA,3.5,NA,49,Michigan,2016
26,2017-01-01,45-64 Years,NA,21.3,NA,284,Michigan,2017
26,2017-01-01,45-64 Years,NA,3.17,NA,44,Michigan,2017
26,2018-01-01,45-64 Years,NA,22.07,NA,291,Michigan,2018
26,2018-01-01,45-64 Years,NA,4.66,NA,64,Michigan,2018
26,2019-01-01,45-64 Years,NA,20.48,NA,266,Michigan,2019
26,2019-01-01,45-64 Years,NA,3.32,NA,45,Michigan,2019
26,2020-01-01,45-64 Years,NA,23.34,NA,308,Michigan,2020
26,2020-01-01,45-64 Years,NA,4.1,NA,55,Michigan,2020
26,2021-01-01,45-64 Years,NA,21.43,NA,278,Michigan,2021
26,2021-01-01,45-64 Years,NA,3.79,NA,50,Michigan,2021
26,2022-01-01,45-64 Years,NA,24.81,NA,316,Michigan,2022
26,2022-01-01,45-64 Years,NA,4.93,NA,64,Michigan,2022
26,2023-01-01,45-64 Years,NA,23.21,NA,291,Michigan,2023
26,2023-01-01,45-64 Years,NA,3.13,NA,40,Michigan,2023
27,2001-01-01,45-64 Years,NA,12.36,NA,69,Minnesota,2001
27,2001-01-01,45-64 Years,NA,1.78,NA,10,Minnesota,2001
27,2002-01-01,45-64 Years,NA,11.76,NA,68,Minnesota,2002
27,2002-01-01,45-64 Years,NA,2.07,NA,12,Minnesota,2002
27,2003-01-01,45-64 Years,NA,11.87,NA,71,Minnesota,2003
27,2003-01-01,45-64 Years,NA,2.49,NA,15,Minnesota,2003
27,2004-01-01,45-64 Years,NA,11.98,NA,74,Minnesota,2004
27,2004-01-01,45-64 Years,NA,2.09,NA,13,Minnesota,2004
27,2005-01-01,45-64 Years,NA,14.1,NA,90,Minnesota,2005
27,2005-01-01,45-64 Years,NA,2.18,NA,14,Minnesota,2005
27,2006-01-01,45-64 Years,NA,12.15,NA,80,Minnesota,2006
27,2006-01-01,45-64 Years,NA,1.81,NA,12,Minnesota,2006
27,2007-01-01,45-64 Years,NA,13.61,NA,92,Minnesota,2007
27,2007-01-01,45-64 Years,NA,1.62,NA,11,Minnesota,2007
27,2008-01-01,45-64 Years,NA,14.34,NA,99,Minnesota,2008
27,2008-01-01,45-64 Years,NA,1.73,NA,12,Minnesota,2008
27,2009-01-01,45-64 Years,NA,16.43,NA,116,Minnesota,2009
27,2009-01-01,45-64 Years,NA,1.83,NA,13,Minnesota,2009
27,2010-01-01,45-64 Years,NA,15.22,NA,109,Minnesota,2010
27,2010-01-01,45-64 Years,NA,2.08,NA,15,Minnesota,2010
27,2011-01-01,45-64 Years,NA,16.34,NA,119,Minnesota,2011
27,2011-01-01,45-64 Years,NA,2.32,NA,17,Minnesota,2011
27,2012-01-01,45-64 Years,NA,16.76,NA,122,Minnesota,2012
27,2012-01-01,45-64 Years,NA,1.77,NA,13,Minnesota,2012
27,2013-01-01,45-64 Years,NA,15.77,NA,115,Minnesota,2013
27,2013-01-01,45-64 Years,NA,2.72,NA,20,Minnesota,2013
27,2014-01-01,45-64 Years,NA,16.69,NA,122,Minnesota,2014
27,2014-01-01,45-64 Years,NA,2.58,NA,19,Minnesota,2014
27,2015-01-01,45-64 Years,NA,15.3,NA,112,Minnesota,2015
27,2015-01-01,45-64 Years,NA,2.17,NA,16,Minnesota,2015
27,2016-01-01,45-64 Years,NA,16.28,NA,119,Minnesota,2016
27,2016-01-01,45-64 Years,NA,2.99,NA,22,Minnesota,2016
27,2017-01-01,45-64 Years,NA,17.19,NA,125,Minnesota,2017
27,2017-01-01,45-64 Years,NA,1.64,NA,12,Minnesota,2017
27,2018-01-01,45-64 Years,NA,15.81,NA,114,Minnesota,2018
27,2018-01-01,45-64 Years,NA,1.66,NA,12,Minnesota,2018
27,2019-01-01,45-64 Years,NA,16.83,NA,120,Minnesota,2019
27,2019-01-01,45-64 Years,NA,2.65,NA,19,Minnesota,2019
27,2020-01-01,45-64 Years,NA,15.8,NA,115,Minnesota,2020
27,2020-01-01,45-64 Years,NA,2.11,NA,15,Minnesota,2020
27,2021-01-01,45-64 Years,NA,20.17,NA,145,Minnesota,2021
27,2021-01-01,45-64 Years,NA,2.99,NA,21,Minnesota,2021
27,2022-01-01,45-64 Years,NA,18.34,NA,130,Minnesota,2022
27,2022-01-01,45-64 Years,NA,3.9,NA,27,Minnesota,2022
27,2023-01-01,45-64 Years,NA,18.37,NA,129,Minnesota,2023
27,2023-01-01,45-64 Years,NA,2.19,NA,15,Minnesota,2023
28,2001-01-01,45-64 Years,NA,28.69,NA,87,Mississippi,2001
28,2001-01-01,45-64 Years,NA,5.22,NA,17,Mississippi,2001
28,2002-01-01,45-64 Years,NA,30.41,NA,95,Mississippi,2002
28,2002-01-01,45-64 Years,NA,5.37,NA,18,Mississippi,2002
28,2003-01-01,45-64 Years,NA,30.2,NA,97,Mississippi,2003
28,2003-01-01,45-64 Years,NA,6.7,NA,23,Mississippi,2003
28,2004-01-01,45-64 Years,NA,30.03,NA,99,Mississippi,2004
28,2004-01-01,45-64 Years,NA,6.22,NA,22,Mississippi,2004
28,2005-01-01,45-64 Years,NA,29.23,NA,99,Mississippi,2005
28,2005-01-01,45-64 Years,NA,4.13,NA,15,Mississippi,2005
28,2006-01-01,45-64 Years,NA,24.27,NA,84,Mississippi,2006
28,2006-01-01,45-64 Years,NA,4.32,NA,16,Mississippi,2006
28,2007-01-01,45-64 Years,NA,28.56,NA,101,Mississippi,2007
28,2007-01-01,45-64 Years,NA,6.08,NA,23,Mississippi,2007
28,2008-01-01,45-64 Years,NA,32.85,NA,118,Mississippi,2008
28,2008-01-01,45-64 Years,NA,4.67,NA,18,Mississippi,2008
28,2009-01-01,45-64 Years,NA,31.01,NA,113,Mississippi,2009
28,2009-01-01,45-64 Years,NA,6.14,NA,24,Mississippi,2009
28,2010-01-01,45-64 Years,NA,29.55,NA,109,Mississippi,2010
28,2010-01-01,45-64 Years,NA,8.34,NA,33,Mississippi,2010
28,2011-01-01,45-64 Years,NA,27.7,NA,103,Mississippi,2011
28,2011-01-01,45-64 Years,NA,7.5,NA,30,Mississippi,2011
28,2012-01-01,45-64 Years,NA,30.37,NA,112,Mississippi,2012
28,2012-01-01,45-64 Years,NA,9.55,NA,38,Mississippi,2012
28,2013-01-01,45-64 Years,NA,31.03,NA,114,Mississippi,2013
28,2013-01-01,45-64 Years,NA,7.3,NA,29,Mississippi,2013
28,2014-01-01,45-64 Years,NA,29.28,NA,107,Mississippi,2014
28,2014-01-01,45-64 Years,NA,6.05,NA,24,Mississippi,2014
28,2015-01-01,45-64 Years,NA,36.74,NA,134,Mississippi,2015
28,2015-01-01,45-64 Years,NA,9.58,NA,38,Mississippi,2015
28,2016-01-01,45-64 Years,NA,25.51,NA,93,Mississippi,2016
28,2016-01-01,45-64 Years,NA,8.32,NA,33,Mississippi,2016
28,2017-01-01,45-64 Years,NA,34.92,NA,127,Mississippi,2017
28,2017-01-01,45-64 Years,NA,6.57,NA,26,Mississippi,2017
28,2018-01-01,45-64 Years,NA,33.24,NA,120,Mississippi,2018
28,2018-01-01,45-64 Years,NA,10.16,NA,40,Mississippi,2018
28,2019-01-01,45-64 Years,NA,33.29,NA,119,Mississippi,2019
28,2019-01-01,45-64 Years,NA,9.48,NA,37,Mississippi,2019
28,2020-01-01,45-64 Years,NA,34.6,NA,124,Mississippi,2020
28,2020-01-01,45-64 Years,NA,6.52,NA,25,Mississippi,2020
28,2021-01-01,45-64 Years,NA,39.87,NA,141,Mississippi,2021
28,2021-01-01,45-64 Years,NA,7.64,NA,29,Mississippi,2021
28,2022-01-01,45-64 Years,NA,33.82,NA,118,Mississippi,2022
28,2022-01-01,45-64 Years,NA,12.51,NA,47,Mississippi,2022
28,2023-01-01,45-64 Years,NA,38.8,NA,134,Mississippi,2023
28,2023-01-01,45-64 Years,NA,8.05,NA,30,Mississippi,2023
29,2001-01-01,45-64 Years,NA,20.34,NA,128,Missouri,2001
29,2001-01-01,45-64 Years,NA,3.45,NA,23,Missouri,2001
29,2002-01-01,45-64 Years,NA,21.58,NA,140,Missouri,2002
29,2002-01-01,45-64 Years,NA,5.09,NA,35,Missouri,2002
29,2003-01-01,45-64 Years,NA,20.94,NA,140,Missouri,2003
29,2003-01-01,45-64 Years,NA,4.1,NA,29,Missouri,2003
29,2004-01-01,45-64 Years,NA,18.9,NA,130,Missouri,2004
29,2004-01-01,45-64 Years,NA,4.4,NA,32,Missouri,2004
29,2005-01-01,45-64 Years,NA,24.41,NA,173,Missouri,2005
29,2005-01-01,45-64 Years,NA,3.87,NA,29,Missouri,2005
29,2006-01-01,45-64 Years,NA,21.39,NA,156,Missouri,2006
29,2006-01-01,45-64 Years,NA,4.03,NA,31,Missouri,2006
29,2007-01-01,45-64 Years,NA,24.36,NA,182,Missouri,2007
29,2007-01-01,45-64 Years,NA,3.81,NA,30,Missouri,2007
29,2008-01-01,45-64 Years,NA,22.32,NA,170,Missouri,2008
29,2008-01-01,45-64 Years,NA,4.74,NA,38,Missouri,2008
29,2009-01-01,45-64 Years,NA,22.68,NA,176,Missouri,2009
29,2009-01-01,45-64 Years,NA,3.31,NA,27,Missouri,2009
29,2010-01-01,45-64 Years,NA,25.95,NA,204,Missouri,2010
29,2010-01-01,45-64 Years,NA,2.79,NA,23,Missouri,2010
29,2011-01-01,45-64 Years,NA,28.74,NA,228,Missouri,2011
29,2011-01-01,45-64 Years,NA,6,NA,50,Missouri,2011
29,2012-01-01,45-64 Years,NA,25.23,NA,199,Missouri,2012
29,2012-01-01,45-64 Years,NA,4.58,NA,38,Missouri,2012
29,2013-01-01,45-64 Years,NA,26.98,NA,212,Missouri,2013
29,2013-01-01,45-64 Years,NA,5.2,NA,43,Missouri,2013
29,2014-01-01,45-64 Years,NA,29.22,NA,229,Missouri,2014
29,2014-01-01,45-64 Years,NA,6.44,NA,53,Missouri,2014
29,2015-01-01,45-64 Years,NA,30.39,NA,238,Missouri,2015
29,2015-01-01,45-64 Years,NA,6.2,NA,51,Missouri,2015
29,2016-01-01,45-64 Years,NA,30.93,NA,242,Missouri,2016
29,2016-01-01,45-64 Years,NA,6.7,NA,55,Missouri,2016
29,2017-01-01,45-64 Years,NA,35.46,NA,276,Missouri,2017
29,2017-01-01,45-64 Years,NA,7.23,NA,59,Missouri,2017
29,2018-01-01,45-64 Years,NA,34.1,NA,263,Missouri,2018
29,2018-01-01,45-64 Years,NA,8.52,NA,69,Missouri,2018
29,2019-01-01,45-64 Years,NA,35.82,NA,273,Missouri,2019
29,2019-01-01,45-64 Years,NA,7,NA,56,Missouri,2019
